claim_id,claim,positive_label,baseline_label,positive_output,baseline_output,positive_evidence_count,baseline_evidence_count,gold_label,agreement,positive_correct,baseline_correct,improvement,degradation
320,The White House blocked a plan to send facemasks to every household in April 2020.,Supported,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The White House did block a plan to send facemasks to every household in April 2020.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The White House did not block a plan to send facemasks to every household in April 2020. The plan was abandoned by the White House.

verdict: 'Refuted'",10,10,Supported,False,True,False,False,True
321,"In 2019, 10 million fell ill from tuberculosis and 1.5 million died but nobody needs to wears a mask for tuberculosis",Refuted,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that tuberculosis is a serious disease and so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that 10 million people fell ill with tuberculosis and 1.5 million died so the claim is supported.

verdict: 'Supported'",10,10,Refuted,False,True,False,False,True
322,Trump nixes aid for California fires but offers help to Putin for Siberian wildfires.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Trump did offer aid to Russia for the wildfires and did not offer aid to California so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Trump did offer aid to Russia but not to California so the claim is supported.

verdict: 'Supported'",10,10,Refuted,True,False,False,False,False
323,"Donald Trump is in federal court trying to do away with the Affordable Care Act, 100 million people with preexisting conditions like your mom would not have to pay more for their insurance under now.”",Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that the Trump administration is trying to do away with the Affordable Care Act, which would affect 100 million people with pre-existing conditions.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Trump administration is currently in court seeking to dismantle the Affordable Care Act, which guarantees coverage for Americans with pre-existing medical conditions.

verdict: 'Supported'",10,10,Supported,True,True,True,False,False
324,US Miami-Dade County Mayor Carlos Giminez kept his taxpayer-funded Mercedes-Benz after slashing $400 million in government jobs and spending.,Refuted,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The mayor did not reduce his own expenses, he kept his car and the county commission was against it.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the mayor did cut the budget and jobs so the claim is supported.

verdict: 'Supported'",10,10,Conflicting Evidence/Cherrypicking,False,False,False,False,False
325,Joe Biden was the first in his family to go to college.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The 1st Q&A pair states that Joe Biden was the first in his family to go to college, which is not correct as his father was a senator and his son Beau also went to college.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that Joe Biden was not the first in his family to go to college so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
326,COVID-19 was developed as a bioweapon from a research facility in China.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that there is no evidence that the virus was made in a lab so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&As show that there is no evidence to support the claim that COVID-19 was developed as a bioweapon from a research facility in China.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
327,Carlos Gimenez approved a 67% pay raise for himself and increased his own pension.,Supported,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the mayor did give himself a 67% pay rise and also cut the salary of others so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers show that the mayor did not increase his pension so the claim is refuted.

verdict: 'Refuted'",10,10,Supported,False,True,False,False,True
328,24 of every 100 kids in US schools speak Spanish.,Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that the number is not 24 in 100 but 7.8% of all public school students in the US speak Spanish.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The Q&A pairs show that the number is not 24 in 100 but 21 in 100 so the claim is refuted.

verdict: 'Refuted'",10,10,Not Enough Evidence,True,False,False,False,False
329,Minneapolis City Council has defunded the police.,Supported,Supported,"<|start_header_id|>assistant<|end_header_id|>

justification: The Minneapolis City Council has voted to move forward on abolishing its police department and replace it with a new system of public safety, a historic move that comes as calls to defund law enforcement are sweeping the US.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The Minneapolis City Council has voted to move forward on abolishing its police department and develop a “transformative new model” of public safety.

verdict: 'Supported'",10,10,Refuted,True,False,False,False,False
330,Ventura County election officials are reducing voting locations in order to limit in-person voter turnout.,Supported,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the voting locations are being reduced due to a shortage of polling locations and poll workers so the claim is supported.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the voting locations are not being reduced so the claim is refuted.

verdict: 'Refuted'",10,10,Supported,False,True,False,False,True
331,"Australian politician, Daniel Andrews said “In fact, you’d be surprised at how much can be avoided if people stop insisting on their personal freedoms. Because insisting on human rights is not only selfish, it’s stupid.”",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Daniel Andrews did not say the quote so the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that Daniel Andrews did not say the quote so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
332,"Kim Martin Morrow the CEO of Netflix has just been charged with 15 charges for child pornography and 31,000 files have been found on his personal computers for child porn from ages 8 and as young as toddlers.",Refuted,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The claim is refuted. According to the QA pairs, the man in the photo is not Kim Martin Morrow, but Ian Evans, a man who was arrested for a 2018 shooting crime scene not involving voodoo. There is no evidence to support the claim that Kim Martin Morrow has been charged with 15 charges for child pornography and 31,000 files have been found on his personal computers for child porn from ages 8 and as young as toddlers. Therefore, the claim is refuted.

verdict: 'Refuted'","<|start_header_id|>assistant<|end_header_id|>

justification: The answers and sources show that the CEO of Netflix has not been charged with child pornography so the claim is refuted.

verdict: 'Refuted'",10,10,Refuted,True,True,True,False,False
333,"Development Control Department of the Abuja Metropolitan Management Council (AMMC), an agency of the Federal Capital Territory Administration (FCTA)of Nigeria, in 2020 marked 37 Estates for demolition.",Supported,Refuted,"<|start_header_id|>assistant<|end_header_id|>

justification: The Department of Development Control of the Abuja Metropolitan Management Council (AMMC) has begun clearing structures built on waterways in contravention of approved building plans in Lokogoma District of the Federal Capital City.

verdict: 'Supported'","<|start_header_id|>assistant<|end_header_id|>

justification: The 37th estate was not demolished. 

verdict: 'Refuted'",10,10,Refuted,False,False,True,True,False
